Name,ISO 639-3,Genus,Family,Macroarea,Latitude,Longitude,Countries
Komi-Zyrian,kpv,Permic,Uralic,Eurasia,65.0,55.0,Russia
Komo,xom,Koman,Koman,Africa,8.75,33.75,Ethiopia
Konda,kfc,South-Central Dravidian,Dravidian,Eurasia,19.5,83.0,India
Konkani,knn,Indic,Indo-European,Eurasia,15.25,74.0,India
Konkomba,xon,Northern-Central Gur,Niger-Congo,Africa,10.0,0.08,Togo
Konni,kma,Northern-Central Gur,Niger-Congo,Africa,10.25,-1.58,Ghana
Konyagi,cou,Tenda,Niger-Congo,Africa,12.5,-13.25,Mali
Koorete,kqy,North Omotic,Afro-Asiatic,Africa,5.83,37.83,Ethiopia
Korafe,kpr,Binanderean,Trans-New Guinea,Papunesia,-9.05,149.08,Papua New Guinea
Koranko,knk,Western Mande,Mande,Africa,9.33,-11.25,Sierra Leone
Korean,kor,Korean,Korean,Eurasia,37.5,128.0,South Korea
Koreguaje,coe,Tucanoan,Tucanoan,South America,1.0,-75.5,Colombia
Korku,kfq,Munda,Austro-Asiatic,Eurasia,22.5,78.5,India
Koryak,kpy,Northern Chukotko-Kamchatkan,Chukotko-Kamchatkan,Eurasia,61.0,167.0,Russia
Kota,kfe,Southern Dravidian,Dravidian,Eurasia,11.5,77.17,India
Kotoko,aal,Biu-Mandara,Afro-Asiatic,Africa,11.33,15.33,Central African Republic
Koya,kff,South-Central Dravidian,Dravidian,Eurasia,17.5,81.33,India
Koyra Chiini,khq,Songhay,Songhay,Africa,17.0,-3.0,Mali
Koyraboro Senni,ses,Songhay,Songhay,Africa,16.0,0.0,Mali
Kpan,kpk,Platoid,Niger-Congo,Africa,7.58,10.17,Nigeria
Kpelle,xpe,Western Mande,Mande,Africa,7.0,-10.0,Liberia
Krah�,xra,Ge-Kaingang,Macro-Ge,South America,-8.0,-48.0,Brazil
Krenak,kqq,Botocudo,Macro-Ge,South America,-15.5,-41.0,Brazil
Kresh,krs,Kresh,Central Sudanic,Africa,8.5,24.5,South Sudan
Krongo,kgo,Kadugli,Kadu,Africa,10.5,30.0,Sudan
Krymchak,uzn,Turkic,Altaic,Eurasia,45.0,34.25,Ukraine
Ksingmul,puo,Khmuic,Austro-Asiatic,Eurasia,21.08,104.0,Vietnam
Kui (in India),kxu,South-Central Dravidian,Dravidian,Eurasia,20.0,83.5,India
Kuik�ro,kui,Cariban,Cariban,South America,-12.42,-53.08,Brazil
Kuku-Yalanji,gvn,Northern Pama-Nyungan,Pama-Nyungan,Australia,-16.0,145.0,Australia
Kulung,kle,Mahakiranti,Sino-Tibetan,Eurasia,27.5,87.0,Nepal
Kumauni,kfy,Indic,Indo-European,Eurasia,30.0,80.0,India
Kumyk,kum,Turkic,Altaic,Eurasia,43.0,47.33,Russia
Kuna,kvn,Kuna,Chibchan,South America,8.0,-77.33,Colombia
Kunama,kun,Kunama,Kunama,Africa,14.5,37.0,Ethiopia
Kunimaipa,kup,Goilalan,Trans-New Guinea,Papunesia,-8.0,146.83,Papua New Guinea
Kunjen,kjn,Northern Pama-Nyungan,Pama-Nyungan,Australia,-16.5,142.5,Australia
Kunming,cmn,Chinese,Sino-Tibetan,Eurasia,25.0,102.75,China
Kuot,kto,Kuot,Kuot,Papunesia,-3.05,151.5,Papua New Guinea
Kurdish (Central),ckb,Iranian,Indo-European,Eurasia,36.0,44.0,Iran
Kurmanji,kmr,Iranian,Indo-European,Eurasia,38.0,42.0,Turkey
Kurukh,kru,Northern Dravidian,Dravidian,Eurasia,22.83,85.5,India
Kusunda,kgg,Kusunda,Kusunda,Eurasia,28.0,84.67,Nepal
Kuuk Thaayorre,thd,Northern Pama-Nyungan,Pama-Nyungan,Australia,-14.58,141.83,Australia
Kuuku Ya'u,kuy,Northern Pama-Nyungan,Pama-Nyungan,Australia,-12.58,143.08,Australia
Kuvi,kxv,South-Central Dravidian,Dravidian,Eurasia,18.75,82.67,India
Kwaio,kwd,Oceanic,Austronesian,Papunesia,-8.95,161.0,Solomon Islands
Kwakw'ala,kwk,Northern Wakashan,Wakashan,North America,51.0,-127.0,Canada
Kwangali,kwn,Bantoid,Niger-Congo,Africa,-18.0,19.5,Angola
Kwoma,kmo,Nukuma,Sepik,Papunesia,-4.17,142.75,Papua New Guinea
Kyirong,kgy,Bodic,Sino-Tibetan,Eurasia,28.42,85.33,China
Kyuquot,nuk,Southern Wakashan,Wakashan,North America,50.17,-127.17,Canada
Ladakhi,lbj,Bodic,Sino-Tibetan,Eurasia,34.0,78.0,India
Ladino,lad,Romance,Indo-European,Eurasia,40.0,33.0,Turkey
Lagwan,kot,Biu-Mandara,Afro-Asiatic,Africa,11.5,14.83,Cameroon
Lahu,lhu,Burmese-Lolo,Sino-Tibetan,Eurasia,20.0,98.17,China
Lai,cnh,Kuki-Chin,Sino-Tibetan,Eurasia,22.67,93.67,Myanmar
Lak,lbe,Lak-Dargwa,Nakh-Daghestanian,Eurasia,42.17,47.17,Russia
Lakhota,lkt,Core Siouan,Siouan,North America,43.83,-101.83,United States
Lakkia,lbc,Kadai,Tai-Kadai,Eurasia,24.08,110.17,China
Lamang,hia,Biu-Mandara,Afro-Asiatic,Africa,11.25,13.58,Nigeria
Lamani,lmn,Indic,Indo-European,Eurasia,17.0,77.0,India
Lam�,lme,Masa,Afro-Asiatic,Africa,9.0,14.5,Chad
Lamnso',lns,Bantoid,Niger-Congo,Africa,6.17,10.75,Cameroon
Lamu-Lamu,lby,Northern Pama-Nyungan,Pama-Nyungan,Australia,-14.83,144.5,Australia
Langi,lag,Bantoid,Niger-Congo,Africa,-4.5,36.0,Tanzania
Lango,laj,Nilotic,Eastern Sudanic,Africa,2.17,33.0,Uganda
Lao,lao,Kam-Tai,Tai-Kadai,Eurasia,18.0,103.0,Laos
Laragia,lrg,Laragia,Darwin Region,Australia,-12.67,130.83,Australia
Lardil,lbz,Tangkic,Tangkic,Australia,-16.5,139.33,Australia
Lavukaleve,lvk,Lavukaleve,Solomons East Papuan,Papunesia,-9.08,159.2,Solomon Islands
Laz,lzz,Kartvelian,Kartvelian,Eurasia,41.5,41.5,Georgia
Lega,lea,Bantoid,Niger-Congo,Africa,-2.83,27.17,Democratic Republic of Congo
Leggb�,agb,Cross River,Niger-Congo,Africa,6.0,8.0,Nigeria
Leko,lec,Leko,Leko,South America,-15.0,-67.92,Bolivia
Lele,lln,East Chadic,Afro-Asiatic,Africa,9.08,15.58,Chad
Lelemi,lef,Kwa,Niger-Congo,Africa,7.33,0.5,Ghana
Lenakel,tnl,Oceanic,Austronesian,Papunesia,-19.45,169.25,Vanuatu
Lendu,led,Lendu,Central Sudanic,Africa,2.0,30.5,Democratic Republic of Congo
Lepcha,lep,Lepcha,Sino-Tibetan,Eurasia,27.17,88.5,Bhutan
Lese,les,Mangbutu-Efe,Central Sudanic,Africa,2.0,29.0,Democratic Republic of Congo
Leti,lti,Central Malayo-Polynesian,Austronesian,Papunesia,-8.2,127.67,Indonesia
Lezgian,lez,Lezgic,Nakh-Daghestanian,Eurasia,41.67,47.83,Azerbaijan
Limilngan,lmc,Limilngan,Darwin Region,Australia,-12.5,131.92,Australia
Lingala,lin,Bantoid,Niger-Congo,Africa,2.0,18.5,Democratic Republic of Congo
Linngithig,lnj,Northern Pama-Nyungan,Pama-Nyungan,Australia,-12.5,142.83,Australia
Lisu,lis,Burmese-Lolo,Sino-Tibetan,Eurasia,26.0,98.0,China
Lithuanian,lit,Baltic,Indo-European,Eurasia,55.0,24.0,Lithuania
Liv,liv,Finnic,Uralic,Eurasia,56.83,24.0,Latvia
Logoti,log,Moru-Ma'di,Central Sudanic,Africa,3.5,30.0,Democratic Republic of Congo
Loko,lok,Western Mande,Mande,Africa,9.33,-12.08,Sierra Leone
Loma,lom,Western Mande,Mande,Africa,8.0,-9.5,Guinea
Londo,bdu,Bantoid,Niger-Congo,Africa,5.0,9.17,Cameroon
Loniu,los,Oceanic,Austronesian,Papunesia,-2.07,147.33,Papua New Guinea
Lotha,njh,Kuki-Chin,Sino-Tibetan,Eurasia,26.5,94.25,India
Low German,nds,Germanic,Indo-European,Eurasia,53.0,10.0,Germany
L�,khb,Kam-Tai,Tai-Kadai,Eurasia,22.0,100.67,China
Lua,nie,Bua,Niger-Congo,Africa,9.75,17.75,Chad
Lucazi,lch,Bantoid,Niger-Congo,Africa,-14.0,20.0,Angola
Luganda,lug,Bantoid,Niger-Congo,Africa,0.5,32.17,Uganda
Lugbara,lgg,Moru-Ma'di,Central Sudanic,Africa,3.08,30.92,Democratic Republic of Congo
Luise�o,lui,California Uto-Aztecan,Uto-Aztecan,North America,33.33,-117.17,United States
Lummi,str,Central Salish,Salishan,North America,48.7,-122.67,United States
Lunda,lun,Bantoid,Niger-Congo,Africa,-10.67,24.0,Democratic Republic of Congo
Lungchang,nst,Northern Naga,Sino-Tibetan,Eurasia,27.5,96.42,India
Luo,luo,Nilotic,Eastern Sudanic,Africa,-0.5,34.75,Kenya
Lusi,khl,Oceanic,Austronesian,Papunesia,-5.58,149.67,Papua New Guinea
Luvale,lue,Bantoid,Niger-Congo,Africa,-12.0,22.0,Angola
Luwo,lwo,Nilotic,Eastern Sudanic,Africa,8.0,28.0,South Sudan
Luxemburgeois,ltz,Germanic,Indo-European,Eurasia,49.83,6.17,Luxembourg
Lyele,lee,Southern-Central Gur,Niger-Congo,Africa,12.5,-2.67,Burkina Faso
Maasai,mas,Nilotic,Eastern Sudanic,Africa,-3.0,36.0,Kenya
Maba,mde,Maban,Maban,Africa,13.75,20.83,Chad
Maca,mca,Matacoan,Matacoan,South America,-25.0,-57.5,Paraguay
Macagu�n,mbn,Guahiban,Guahiban,South America,6.5,-71.33,Colombia
Macedonian,mkd,Slavic,Indo-European,Eurasia,41.67,21.75,Macedonia
Machiguenga,mcb,Pre-Andine Arawakan,Arawakan,South America,-12.0,-72.67,Peru
Macuna,myy,Tucanoan,Tucanoan,South America,-0.33,-70.17,Colombia
Macushi,mbc,Cariban,Cariban,South America,4.0,-60.0,Guyana
Mada (in Cameroon),mxu,Biu-Mandara,Afro-Asiatic,Africa,10.83,14.17,Cameroon
Mada (in Nigeria),mda,Platoid,Niger-Congo,Africa,8.75,8.25,Nigeria
Ma'di,mhi,Moru-Ma'di,Central Sudanic,Africa,3.25,31.5,Uganda
Madurese,mad,Malayo-Sumbawan,Austronesian,Papunesia,-7.0,113.5,Indonesia
Magahi,mag,Indic,Indo-European,Eurasia,23.5,85.5,India
Mah Meri,mhe,Aslian,Austro-Asiatic,Eurasia,2.83,101.5,Malaysia
Maidu (Northeast),nmu,Maiduan,Penutian,North America,40.0,-120.67,United States
Maithili,mai,Indic,Indo-European,Eurasia,26.0,86.0,India
Makaa,mcp,Bantoid,Niger-Congo,Africa,3.42,12.25,Cameroon
Makassar,mak,South Sulawesi,Austronesian,Papunesia,-5.42,119.58,Indonesia
Makonde,kde,Bantoid,Niger-Congo,Africa,-11.0,40.0,Mozambique
Malagasy,plt,Barito,Austronesian,Africa,-20.0,47.0,Madagascar
Malakmalak,mpb,Northern Daly,Northern Daly,Australia,-13.42,130.42,Australia
Malay,zsm,Malayo-Sumbawan,Austronesian,Eurasia,3.0,102.0,Malaysia
Malayalam,mal,Southern Dravidian,Dravidian,Eurasia,10.0,76.5,India
Malgwa,mfi,Biu-Mandara,Afro-Asiatic,Africa,11.5,13.75,Nigeria
Maltese,mlt,Semitic,Afro-Asiatic,Eurasia,35.92,14.42,Malta
Mam,mam,Mayan,Mayan,North America,15.0,-91.83,Guatemala
Mambai,mcs,Mbumic,Niger-Congo,Africa,9.67,14.0,Chad
Mambwe,mgr,Bantoid,Niger-Congo,Africa,-9.08,31.17,Zambia
Mampruli,maw,Northern-Central Gur,Niger-Congo,Africa,10.33,-0.67,Togo
Manadonese,xmm,Malayo-Sumbawan,Austronesian,Papunesia,1.5,124.83,Indonesia
Manam,mva,Oceanic,Austronesian,Papunesia,-4.0,145.0,Papua New Guinea
Manange,nmm,Bodic,Sino-Tibetan,Eurasia,28.58,84.0,Nepal
Manchu,mnc,Tungusic,Altaic,Eurasia,49.5,127.5,China
Mandarin,cmn,Chinese,Sino-Tibetan,Eurasia,34.0,110.0,China
Mandinka,mnk,Western Mande,Mande,Africa,13.0,-15.67,Mali
Mandinka (Gambian),mnk,Western Mande,Mande,Africa,13.42,-16.0,Gambia
Mangarrayi,mpc,Mangarrayi,Mangarrayi-Maran,Australia,-14.67,133.5,Australia
Mangbetu,mdj,Mangbetu,Central Sudanic,Africa,2.5,26.5,Democratic Republic of Congo
Mangghuer,mjg,Mongolic,Altaic,Eurasia,36.0,102.0,China
Maninka,emk,Western Mande,Mande,Africa,10.5,-9.5,Sierra Leone
Maninka (Western),mlq,Western Mande,Mande,Africa,13.0,-11.0,Mali
Mankon,nge,Bantoid,Niger-Congo,Africa,6.0,10.17,Cameroon
Mano,mev,Eastern Mande,Mande,Africa,7.0,-9.0,Guinea
Mansi,mns,Ugric,Uralic,Eurasia,62.0,62.0,Russia
Mantjiltjara,mpj,Western Pama-Nyungan,Pama-Nyungan,Australia,-22.67,125.08,Australia
Maori,mri,Oceanic,Austronesian,Papunesia,-40.0,176.0,New Zealand
Mapoyo,mcg,Cariban,Cariban,South America,6.0,-67.0,Venezuela
Mapudungun,arn,Araucanian,Araucanian,South America,-38.0,-72.0,Chile
Mara,mec,Mara,Mangarrayi-Maran,Australia,-15.0,135.17,Australia
Maranao,mrw,Greater Central Philippine,Austronesian,Papunesia,7.83,124.25,Philippines
Maranungku,zmr,Wagaydy,Western Daly,Australia,-13.67,130.0,Australia
Marathi,mar,Indic,Indo-European,Eurasia,19.0,76.0,India
Margany,zmc,Northern Pama-Nyungan,Pama-Nyungan,Australia,-27.0,144.5,Australia
Margi,mrt,Biu-Mandara,Afro-Asiatic,Africa,11.0,13.0,Nigeria
Mari (Hill),mrj,Mari,Uralic,Eurasia,57.0,58.0,Russia
Mari (Meadow),mhr,Mari,Uralic,Eurasia,57.0,48.0,Russia
Maringarr,zmt,Bringen,Western Daly,Australia,-14.25,130.0,Australia
Marrithiyel,mfr,Bringen,Western Daly,Australia,-13.83,130.0,Australia
Martu Wangka,mpj,Western Pama-Nyungan,Pama-Nyungan,Australia,-21.5,126.0,Australia
Martuthunira,vma,Western Pama-Nyungan,Pama-Nyungan,Australia,-20.83,116.5,Australia
Masalit,mls,Maban,Maban,Africa,13.33,22.0,Chad
Matis,mpq,Panoan,Panoan,South America,-4.42,-70.25,Brazil
Matngele,zml,Eastern Daly,Eastern Daly,Australia,-13.83,130.42,Australia
Mats�s,mcf,Panoan,Panoan,South America,-5.42,-73.25,Brazil
Matuumbi,mgw,Bantoid,Niger-Congo,Africa,-8.5,39.0,Tanzania
Maung,mph,Iwaidjan,Iwaidjan,Australia,-11.92,133.5,Australia
Mauritian Creole,mfe,Creoles and Pidgins,other,Africa,-20.33,57.5,Mauritius
Maxakal�,mbl,Maxakal�,Macro-Ge,South America,-18.0,-40.0,Brazil
Maybrat,ayz,North-Central Bird's Head,West Papuan,Papunesia,-1.33,132.5,Indonesia
Mayogo,mdm,Ubangi,Niger-Congo,Africa,3.0,29.0,Democratic Republic of Congo
Mazanderani,mzn,Iranian,Indo-European,Eurasia,36.5,52.0,Iran
Mazatec (Chiquihuitl�n),maq,Popolocan,Oto-Manguean,North America,17.75,-96.92,Mexico
Mba,mfc,Ubangi,Niger-Congo,Africa,1.0,25.0,Democratic Republic of Congo
Mbalanhu,lnb,Bantoid,Niger-Congo,Africa,-17.5,15.0,Namibia
Mbay,myb,Bongo-Bagirmi,Central Sudanic,Africa,8.25,17.5,Chad
Mbodomo,gmm,Gbaya-Manza-Ngbaka,Niger-Congo,Africa,4.5,15.5,Central African Republic
Mbum,mdd,Mbumic,Niger-Congo,Africa,7.75,13.17,Central African Republic
Me'en,mym,Surmic,Eastern Sudanic,Africa,5.0,37.0,Ethiopia
Mehri,gdq,Semitic,Afro-Asiatic,Eurasia,17.0,51.5,Yemen
Meithei,mni,Kuki-Chin,Sino-Tibetan,Eurasia,24.75,94.0,India
Mekens,skf,Tupari,Tupian,South America,-12.5,-61.5,Brazil
Mende,men,Western Mande,Mande,Africa,7.83,-11.5,Sierra Leone
Mian,mpt,Ok,Trans-New Guinea,Papunesia,-4.75,141.5,Papua New Guinea
Michif,crg,Algonquian,Algic,North America,52.0,-100.17,Canada
Mien,ium,Hmong-Mien,Hmong-Mien,Eurasia,25.0,111.0,China
Miisiirii,tma,Taman,Eastern Sudanic,Africa,13.5,22.0,Chad
Miju,mxj,Tani,Sino-Tibetan,Eurasia,29.0,96.0,India
Mikir,mjw,Kuki-Chin,Sino-Tibetan,Eurasia,26.33,93.5,India
Mina,hna,Biu-Mandara,Afro-Asiatic,Africa,10.33,13.83,Cameroon
Minangkabau,min,Malayo-Sumbawan,Austronesian,Papunesia,-1.0,101.0,Indonesia
Mingrelian,xmf,Kartvelian,Kartvelian,Eurasia,42.5,42.0,Georgia
Miri (Hill):,mrg,Tani,Sino-Tibetan,Eurasia,27.92,93.83,India
Miriwung,mep,Jarrakan,Jarrakan,Australia,-15.67,129.0,Australia
Mirniny,nju,Western Pama-Nyungan,Pama-Nyungan,Australia,-31.0,129.0,Australia
Mising,mrg,Tani,Sino-Tibetan,Eurasia,28.5,94.83,India
M�skito Coast English Creole,bzj,Creoles and Pidgins,other,North America,16.25,-88.83,Belize
Miwok (Lake),lmw,Miwok,Penutian,North America,38.92,-122.67,United States
Miwok (Southern Sierra),skd,Miwok,Penutian,North America,37.5,-120.0,United States
Mixe (Totontepec),mto,Mixe-Zoque,Mixe-Zoque,North America,17.25,-96.0,Mexico
Mixtec (Chalcatongo),mig,Mixtecan,Oto-Manguean,North America,17.05,-97.58,Mexico
Mixtec (Molinos),mig,Mixtecan,Oto-Manguean,North America,17.0,-97.58,Mexico
Mixtec (San Miguel el Grande),mig,Mixtecan,Oto-Manguean,North America,17.05,-97.57,Mexico
Mizo,lus,Kuki-Chin,Sino-Tibetan,Eurasia,23.17,92.83,Bangladesh
Mocov�,moc,South Guaicuruan,Guaicuruan,South America,-28.0,-60.5,Argentina
Mofu-Gudur,mif,Biu-Mandara,Afro-Asiatic,Africa,10.5,14.0,Cameroon
Moghol,mhj,Mongolic,Altaic,Eurasia,35.0,62.0,Afghanistan
Molala,mbe,Molala,Penutian,North America,44.5,-122.5,United States
Moldavian,ron,Romance,Indo-European,Eurasia,47.0,29.0,Moldova
Mongo,lol,Bantoid,Niger-Congo,Africa,0.0,21.0,Democratic Republic of Congo
Moor�,mos,Northern-Central Gur,Niger-Congo,Africa,12.83,-1.25,Burkina Faso
Mordvin (Erzya),myv,Mordvin,Uralic,Eurasia,53.0,45.5,Kazakhstan
Mordvin (Moksha),mdf,Mordvin,Uralic,Eurasia,54.0,44.0,Russia
Moro,mor,Heiban,Kordofanian,Africa,11.0,30.17,Sudan
Moru,mgd,Moru-Ma'di,Central Sudanic,Africa,4.75,29.75,South Sudan
Moset�n,cas,Mosetenan,Mosetenan,South America,-14.75,-67.83,Bolivia
Movima,mzp,Movima,Movima,South America,-13.83,-65.67,Bolivia
Mpongwe,mye,Bantoid,Niger-Congo,Africa,-1.25,9.5,Gabon
Mufian,aoj,Kombio-Arapesh,Torricelli,Papunesia,-3.5,143.0,Papua New Guinea
Muher,sgw,Semitic,Afro-Asiatic,Africa,8.17,38.17,Ethiopia
Muinane,bmr,Boran,Huitotoan,South America,-1.0,-72.5,Colombia
Muisca,chb,Chibcha-Duit,Chibchan,South America,5.0,-74.0,Colombia
Mumuye,mzm,Mumuye-Yandang,Niger-Congo,Africa,9.0,11.67,Nigeria
Muna,mnb,Celebic,Austronesian,Papunesia,-5.0,122.5,Indonesia
Mundang,mua,Mbumic,Niger-Congo,Africa,9.67,14.5,Chad
Mundani,mnf,Bantoid,Niger-Congo,Africa,5.67,9.92,Cameroon
Mundari,unr,Munda,Austro-Asiatic,Eurasia,23.0,84.67,India
M�nd�,muh,Ubangi,Niger-Congo,Africa,4.5,30.0,Democratic Republic of Congo
Munduruk�,myu,Munduruku,Tupian,South America,-7.0,-58.0,Brazil
Mungaka,mhk,Bantoid,Niger-Congo,Africa,5.92,10.0,Cameroon
Mupun,sur,West Chadic,Afro-Asiatic,Africa,9.5,8.83,Nigeria
Murle,mur,Surmic,Eastern Sudanic,Africa,6.5,33.5,South Sudan
Murrinh-Patha,mwf,Murrinh-Patha,Southern Daly,Australia,-14.67,129.67,Australia
Mursi,muz,Surmic,Eastern Sudanic,Africa,5.58,36.08,Ethiopia
Muruwari,zmu,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-28.75,147.0,Australia
Musqueam,hur,Central Salish,Salishan,North America,49.17,-123.0,Canada
Mwotlap,mlv,Oceanic,Austronesian,Papunesia,-13.58,167.58,Vanuatu
Nad�b,mbj,Nadahup,Nadahup,South America,-1.0,-66.5,Brazil
Nadroga,fij,Oceanic,Austronesian,Papunesia,-18.08,177.42,Fiji
Nafaanra,nfr,Senufo,Niger-Congo,Africa,8.0,-2.58,C�te d'Ivoire
Naga (Mao),nbi,Kuki-Chin,Sino-Tibetan,Eurasia,25.5,94.33,India
Naga (Tangkhul),nmf,Kuki-Chin,Sino-Tibetan,Eurasia,25.0,94.5,India
Naga Pidgin,nag,Creoles and Pidgins,other,Eurasia,25.67,94.0,India
Nahuatl (Michoac�n),ncl,Aztecan,Uto-Aztecan,North America,18.5,-103.0,Mexico
Nahuatl (North Puebla),ncj,Aztecan,Uto-Aztecan,North America,20.0,-98.25,Mexico
Nakkara,nck,Nakkara,Mangrida,Australia,-12.12,134.42,Australia
Nama,naq,Khoe-Kwadi,Khoe-Kwadi,Africa,-25.5,18.0,Namibia
Nambiku�ra (Southern),nab,Nambikuaran,Nambikuaran,South America,-14.0,-59.5,Brazil
Namia,nnm,Yellow River,Sepik,Papunesia,-3.83,141.75,Papua New Guinea
Nanai,gld,Tungusic,Altaic,Eurasia,49.5,137.0,Russia
Nancowry,ncb,Nicobarese,Austro-Asiatic,Eurasia,8.05,93.5,India
Nankina,nnk,Finisterre-Huon,Trans-New Guinea,Papunesia,-5.78,146.45,Papua New Guinea
Nara (in Ethiopia),nrb,Nara,Eastern Sudanic,Africa,15.08,37.58,Eritrea
Nar-Phu,npa,Bodic,Sino-Tibetan,Eurasia,28.67,84.25,Nepal
Nasioi,nas,East Bougainville,East Bougainville,Papunesia,-6.33,155.58,Papua New Guinea
Nateni,ntm,Northern-Central Gur,Niger-Congo,Africa,10.5,1.17,Benin
Nat�gu,ntu,Oceanic,Austronesian,Papunesia,-10.78,165.87,Solomon Islands
Navajo,nav,Athapaskan,Na-Dene,North America,36.17,-108.0,United States
Naxi,nxq,Naxi,Sino-Tibetan,Eurasia,27.5,100.0,China
Nc�m,bud,Northern-Central Gur,Niger-Congo,Africa,9.33,0.67,Togo
Ndj�bbana,djj,Ndj�bbana,Mangrida,Australia,-12.17,134.12,Australia
Ndogo,ndz,Ubangi,Niger-Congo,Africa,7.75,27.0,South Sudan
Ndonga,ndo,Bantoid,Niger-Congo,Africa,-18.0,17.0,Angola
Ndut,ndv,Cangin,Niger-Congo,Africa,14.92,-16.92,Senegal
Nenets,yrk,Samoyedic,Uralic,Eurasia,70.0,76.0,Russia
Nenets (Forest),yrk,Samoyedic,Uralic,Eurasia,69.0,72.0,Russia
Neo-Aramaic (Amadiya),cld,Semitic,Afro-Asiatic,Eurasia,37.0,43.0,Iraq
Neo-Aramaic (Persian Azerbaijan),trg,Semitic,Afro-Asiatic,Eurasia,38.0,47.0,Iran
Nevome,ood,Tepiman,Uto-Aztecan,North America,31.0,-112.5,Mexico
Newar (Dolakha),new,Mahakiranti,Sino-Tibetan,Eurasia,27.33,86.0,Nepal
Newari (Kathmandu),new,Mahakiranti,Sino-Tibetan,Eurasia,27.67,85.5,Nepal
Nez Perce,nez,Sahaptian,Penutian,North America,46.0,-116.0,United States
Ngaanyatjarra,ntj,Western Pama-Nyungan,Pama-Nyungan,Australia,-26.0,126.5,Australia
Ngad'a,nxg,Central Malayo-Polynesian,Austronesian,Papunesia,-8.83,121.0,Indonesia
Ngadjumaja,nju,Western Pama-Nyungan,Pama-Nyungan,Australia,-32.33,123.83,Australia
Ngalakan,nig,Ngalakan,Gunwinyguan,Australia,-14.25,134.0,Australia
Ngalkbun,ngk,Gunwinygic,Gunwinyguan,Australia,-13.5,134.83,Australia
Ngambay,sba,Bongo-Bagirmi,Central Sudanic,Africa,8.67,16.0,Chad
Nganasan,nio,Samoyedic,Uralic,Eurasia,71.0,93.0,Russia
Ngandi,nid,Ngandi,Gunwinyguan,Australia,-13.83,135.0,Australia
Ngan'gityemerri,nam,Ngankikurungkurr,Southern Daly,Australia,-14.25,130.42,Australia
Ngankikurungkurr,nam,Ngankikurungkurr,Southern Daly,Australia,-14.0,130.5,Australia
Ngarinyeri,nay,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-36.0,140.0,Australia
Ngarinyman,nbj,Western Pama-Nyungan,Pama-Nyungan,Australia,-16.5,130.5,Australia
Ngarla,nrk,Western Pama-Nyungan,Pama-Nyungan,Australia,-20.0,119.0,Australia
Ngarluma,nrl,Western Pama-Nyungan,Pama-Nyungan,Australia,-20.83,117.5,Australia
Ngawun,nxn,Northern Pama-Nyungan,Pama-Nyungan,Australia,-19.0,141.5,Australia
Ngbaka (Minagende),nga,Gbaya-Manza-Ngbaka,Niger-Congo,Africa,3.5,20.0,Democratic Republic of Congo
Ngemba,nge,Bantoid,Niger-Congo,Africa,6.2,10.0,Cameroon
Ngiti,niy,Lendu,Central Sudanic,Africa,1.33,30.25,Democratic Republic of Congo
Ngiyambaa,wyb,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-31.75,145.5,Australia
Ngizim,ngi,West Chadic,Afro-Asiatic,Africa,12.08,10.92,Nigeria
Nias,nia,Northwest Sumatra-Barrier Islands,Austronesian,Papunesia,1.0,97.75,Indonesia
Nicobarese,ncb,Nicobarese,Austro-Asiatic,Eurasia,7.0,93.83,India
Nicobarese (Car),caq,Nicobarese,Austro-Asiatic,Eurasia,9.0,93.0,India
Nigerian Pidgin,pcm,Creoles and Pidgins,other,Africa,6.5,3.33,Nigeria
Nimboran,nir,Nimboran,Nimboran,Papunesia,-2.5,140.17,Indonesia
Ningil,niz,Wapei-Palei,Torricelli,Papunesia,-3.5,142.25,Papua New Guinea
Nisgha,ncg,Tsimshianic,Penutian,North America,55.0,-130.0,Canada
Nivacle,cag,Matacoan,Matacoan,South America,-23.5,-60.5,Paraguay
Nivkh,niv,Nivkh,Nivkh,Eurasia,53.33,142.0,Russia
Nivkh (South Sakhalin),niv,Nivkh,Nivkh,Eurasia,47.0,142.5,Russia
Nkonya,nko,Kwa,Niger-Congo,Africa,7.17,0.25,Ghana
Nobiin,fia,Nubian,Eastern Sudanic,Africa,21.0,31.0,Egypt
Nomatsiguenga,not,Pre-Andine Arawakan,Arawakan,South America,-11.67,-74.5,Peru
Noni,nhu,Bantoid,Niger-Congo,Africa,6.42,10.58,Cameroon
Norwegian,nob,Germanic,Indo-European,Eurasia,61.0,8.0,Norway
Ntomba,nto,Bantoid,Niger-Congo,Africa,-2.0,18.33,Democratic Republic of Congo
Nubi,kcn,Creoles and Pidgins,other,Africa,0.67,32.08,Uganda
Nuer,nus,Nilotic,Eastern Sudanic,Africa,8.33,32.0,Ethiopia
Nukak,mbr,Cacua-Nukak,Cacua-Nukak,South America,2.5,-71.5,Colombia
Nung (in Vietnam),nut,Kam-Tai,Tai-Kadai,Eurasia,21.92,106.42,Vietnam
Nunggubuyu,nuy,Nunggubuyu,Gunwinyguan,Australia,-13.75,135.67,Australia
Nuni (Northern),nuv,Southern-Central Gur,Niger-Congo,Africa,12.17,-3.0,Burkina Faso
